,id,decision,date,buying_price,median_price_zipcode,selling_price_suggestion,expected_profit,condition,zipcode,dist_fromlake,yr_built,yr_renovated,bedrooms,bathrooms,sqft_living,sqft_above,sqft_lot,sqft_basement,floors,waterfront,grade,lat,long,query,road,house_number,neighbourhood,city,county,state,season,med_autumn,med_spring,med_summer,med_winter,season_to_sell
20888,2473420070,1,2015-04-30,291600.0,335000.0,379080.0,87480.0,3,98058,22.372825623251366,1979,0,3,1.75,1630,1330,7480,300,1.0,0,7,47.4514,-122.159,"47.4514,-122.159",135th Place Southeast,16828,,,King County,Washington,spring,322500.0,335000.0,339000.0,340000.0,autumn spring summer winter 
20890,293800120,1,2015-04-30,590000.0,652475.0,767000.0,177000.0,3,98077,21.103425321214026,1992,0,4,2.5,2940,2940,29013,0,2.0,0,10,47.7635,-122.044,"47.7635,-122.044",222nd Way Northeast,18732,,,King County,Washington,spring,640000.0,610000.0,727500.0,681000.0,autumn spring summer winter 
20892,2724069010,1,2015-04-30,305000.0,570500.0,396500.0,91500.0,3,98027,20.832022373201546,1939,0,2,1.0,960,960,8276,0,1.0,0,5,47.5322,-122.033,"47.5322,-122.033",Northeast Creek Way,200,,,King County,Washington,spring,545000.0,574950.0,575000.0,538100.0,autumn spring summer winter 
20895,9542800820,1,2015-04-30,235000.0,268500.0,305500.0,70500.0,4,98023,38.31458495129076,1977,0,3,2.0,1900,1340,7980,560,1.0,0,7,47.305,-122.373,"47.305,-122.373",32nd Place Southwest,33216,,,King County,Washington,spring,266000.0,275000.0,260000.0,272000.0,autumn spring summer winter 
20898,8649401270,1,2015-04-30,167000.0,415000.0,217100.0,50100.0,3,98014,71.1477401487008,1989,0,1,1.0,780,780,10235,0,1.5,0,6,47.713,-121.315,"47.713,-121.315",762nd Avenue Northeast,76105,,,King County,Washington,spring,405000.0,422925.0,470000.0,341000.0,autumn spring summer winter 
20906,3448001412,1,2015-04-30,295000.0,425000.0,383500.0,88500.0,3,98125,8.534256589132603,2007,0,2,1.5,988,988,1080,0,3.0,0,7,47.7123,-122.301,"47.7123,-122.301",Northeast 115th Street,2516,,Seattle,King County,Washington,spring,435500.0,429975.0,421750.0,425000.0,autumn spring summer winter 
20908,8651402750,1,2015-04-30,219950.0,291500.0,285935.0,65985.0,5,98042,33.65303931570678,1969,0,3,1.5,1210,1210,5200,0,1.0,0,6,47.3615,-122.087,"47.3615,-122.087",191st Place Southeast,26739,,,King County,Washington,spring,279000.0,301750.0,299500.0,286000.0,autumn spring summer winter 
20909,8651402750,1,2015-04-30,219950.0,291500.0,285935.0,65985.0,5,98042,33.65303931570678,1969,0,3,1.5,1210,1210,5200,0,1.0,0,6,47.3615,-122.087,"47.3615,-122.087",191st Place Southeast,26739,,,King County,Washington,spring,279000.0,301750.0,299500.0,286000.0,autumn spring summer winter 
20911,1023059108,1,2015-04-30,390000.0,435000.0,507000.0,117000.0,3,98059,17.542758578157187,2003,0,2,1.0,670,670,11505,0,1.0,0,5,47.499,-122.157,"47.499,-122.157",Northeast 10th Street,4637,Hidden Creek,,King County,Washington,spring,427500.0,450000.0,435000.0,420000.0,autumn spring summer winter 
20912,9144300060,1,2015-04-30,350000.0,520000.0,455000.0,105000.0,4,98072,15.292326860651935,1969,0,3,1.0,1250,1250,9786,0,1.0,0,7,47.7622,-122.163,"47.7622,-122.163",132nd Place Northeast,18533,,,King County,Washington,spring,550000.0,534640.0,501000.0,482000.0,autumn spring summer winter 
20913,114100234,1,2015-04-30,402500.0,445000.0,523250.0,120750.0,3,98028,14.054055262838322,1979,0,3,2.25,2160,2160,9540,0,2.0,0,8,47.7668,-122.243,"47.7668,-122.243",Northeast 190th Court,7228,,,King County,Washington,spring,442000.0,449975.0,425000.0,447500.0,autumn spring summer winter 
20914,2207100165,1,2015-04-30,475000.0,560000.0,617500.0,142500.0,4,98007,9.648725371080262,1955,0,4,1.5,1580,1030,10260,550,1.0,0,7,47.5984,-122.147,"47.5984,-122.147",144th Avenue Southeast,1399,,Bellevue,King County,Washington,spring,525000.0,592500.0,552000.0,598780.0,autumn spring summer winter 
20915,2916600110,1,2015-04-30,214946.0,291500.0,279429.8,64483.79999999999,4,98042,33.45087044581387,1980,0,3,1.75,1290,1290,8688,0,1.0,0,7,47.3655,-122.08,"47.3655,-122.08",196th Place Southeast,26245,,,King County,Washington,spring,279000.0,301750.0,299500.0,286000.0,autumn spring summer winter 
20916,6445800015,1,2015-04-30,490000.0,575000.0,637000.0,147000.0,3,98029,19.370457344373722,1986,0,3,2.75,1990,1990,31200,0,1.0,0,8,47.5544,-122.035,"47.5544,-122.035",229th Avenue Southeast,5323,,,King County,Washington,spring,575000.0,592500.0,561000.0,560000.0,autumn spring summer winter 
20920,1137600190,1,2015-04-30,255000.0,282755.0,331500.0,76500.0,3,98030,29.931125635111577,1978,0,3,2.0,1290,1290,13282,0,1.0,0,7,47.3787,-122.169,"47.3787,-122.169",129th Place Southeast,24829,Kensington Heights,,King County,Washington,spring,282000.0,285100.0,280000.0,291255.0,autumn spring summer winter 
20921,3876900089,1,2015-04-30,687015.0,744975.0,893119.5,206104.5,3,98119,7.8845243902531035,2009,0,3,1.75,1470,1470,873,0,3.0,0,10,47.6256,-122.362,"47.6256,-122.362",4th Avenue West,633,Uptown,Seattle,King County,Washington,spring,762500.0,819500.0,680707.5,637475.0,autumn spring 
20924,4024101451,1,2015-04-30,350000.0,379975.0,455000.0,105000.0,4,98155,13.826159396808812,1955,0,4,1.0,1510,1510,7200,0,1.5,0,7,47.761,-122.307,"47.761,-122.307",Northeast 183rd Court,2489,,Shoreline,King County,Washington,spring,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
20928,1523049188,1,2015-04-30,84000.0,235000.0,109200.0,25200.0,3,98168,18.444221774828584,1949,0,2,1.0,700,700,20130,0,1.0,0,6,47.4752,-122.271,"47.4752,-122.271",Macadam Road South,14245,,,King County,Washington,spring,234525.0,235000.0,240500.0,235000.0,autumn spring summer winter 
20932,8643000185,1,2015-04-30,237100.0,266125.0,308230.0,71130.0,3,98198,27.495903418015484,1963,0,3,1.75,1360,1360,9603,0,1.0,0,7,47.3959,-122.309,"47.3959,-122.309",18th Avenue South,22942,Central Des Moines,,King County,Washington,spring,262500.0,257950.0,269900.0,275000.0,autumn spring summer winter 
20933,2310010050,1,2015-04-30,274950.0,342500.0,357435.0,82485.0,3,98038,35.69457254047123,1990,0,3,2.25,1570,1180,8767,390,1.0,0,7,47.3568,-122.038,"47.3568,-122.038",227th Place Southeast,27338,Elk Run,,King County,Washington,spring,342497.5,349475.0,345000.0,338975.0,autumn spring summer winter 
20934,6082400083,1,2015-04-30,166000.0,235000.0,215800.0,49800.0,3,98168,17.62516105647914,1957,0,3,1.0,1010,1010,11675,0,1.0,0,7,47.4849,-122.301,"47.4849,-122.301",South 132nd Street,2427,,,King County,Washington,spring,234525.0,235000.0,240500.0,235000.0,autumn spring summer winter 
20935,7548300751,1,2015-04-30,370000.0,457500.0,481000.0,111000.0,3,98144,6.998993740535771,2007,0,2,1.5,1280,1080,2096,200,2.0,0,7,47.5872,-122.308,"47.5872,-122.308",19th Avenue South,1770,,Seattle,King County,Washington,spring,425000.0,460000.0,490000.0,474500.0,autumn spring summer winter 
20939,6204420070,1,2015-05-01,452000.0,470000.0,587600.0,135600.0,3,98011,11.68985820714057,1979,0,4,1.75,1570,1570,8268,0,1.0,0,7,47.7373,-122.197,"47.7373,-122.197",106th Avenue Northeast,14934,,,King County,Washington,spring,452000.0,478500.0,460000.0,512500.0,autumn spring summer winter 
20942,7200001005,1,2015-05-01,593777.0,615000.0,771910.1,178133.09999999998,4,98052,11.955988502395586,1964,0,3,1.75,1510,1510,10450,0,1.0,0,7,47.684,-122.113,"47.684,-122.113",Northeast 92nd Street,17020,,,King County,Washington,spring,599500.0,625000.0,620000.0,600750.0,autumn spring summer winter 
20943,4123800330,1,2015-05-01,335000.0,342500.0,435500.0,100500.0,3,98038,33.37771093344524,1986,0,3,2.25,1870,1870,5876,0,2.0,0,7,47.3779,-122.045,"47.3779,-122.045",222nd Court Southeast,25012,Lake Wilderness Country Club,,King County,Washington,spring,342497.5,349475.0,345000.0,338975.0,autumn spring summer winter 
20945,6206100030,1,2015-05-01,550000.0,765475.0,715000.0,165000.0,4,98005,8.532857296261296,1953,0,3,1.0,980,980,10960,0,1.0,0,7,47.5908,-122.173,"47.5908,-122.173",126th Avenue Southeast,,Woodridge,Bellevue,King County,Washington,spring,806500.0,795000.0,740000.0,762450.0,autumn spring summer winter 
20946,461002025,1,2015-05-01,501000.0,545000.0,651300.0,150300.0,4,98117,9.726559631576706,1926,0,2,2.0,1300,770,2500,530,1.0,0,7,47.6831,-122.373,"47.6831,-122.373",13th Avenue Northwest,7355,Whittier Heights,Seattle,King County,Washington,spring,535000.0,545000.0,545000.0,555000.0,autumn spring summer winter 
20947,7979900552,1,2015-05-01,361000.0,379975.0,469300.0,108300.0,3,98155,11.800770935453237,1951,0,3,1.0,1040,1040,6720,0,1.5,0,7,47.7444,-122.294,"47.7444,-122.294",33rd Avenue Northeast,15986,,,King County,Washington,spring,360000.0,382500.0,364500.0,410000.0,spring summer winter 
20948,475000187,1,2015-05-01,452950.0,529975.0,588835.0,135885.0,3,98107,8.491199245185582,2006,0,3,2.5,1150,1020,1194,130,2.0,0,8,47.6684,-122.365,"47.6684,-122.365",Northwest Market Street,641,,Seattle,King County,Washington,spring,500000.0,560000.0,517000.0,583500.0,autumn spring summer winter 
20950,2781250970,1,2015-05-01,250000.0,342500.0,325000.0,75000.0,3,98038,36.96294373834365,2005,0,2,1.75,1350,1350,4023,0,1.0,0,7,47.3493,-122.023,"47.3493,-122.023",Southeast 282nd Street,23918,Glacier Trails,,King County,Washington,spring,342497.5,349475.0,345000.0,338975.0,autumn spring summer winter 
20954,2893000280,1,2015-05-01,216600.0,288400.0,281580.0,64980.0,3,98031,26.130865661522176,1975,0,3,1.75,2200,1240,7700,960,1.0,0,7,47.4119,-122.181,"47.4119,-122.181",Southeast 212th Place,12010,Hillshire Terrace,,King County,Washington,spring,295000.0,288400.0,289659.0,279500.0,autumn spring summer winter 
20955,8091410530,1,2015-05-01,270000.0,282755.0,351000.0,81000.0,4,98030,32.92807397231889,1986,0,3,2.5,1540,1540,7739,0,2.0,0,7,47.3511,-122.169,"47.3511,-122.169",Southeast 280th Street,12824,,,King County,Washington,spring,282000.0,285100.0,280000.0,291255.0,autumn spring summer winter 
20959,538000440,1,2015-05-01,325000.0,342500.0,422500.0,97500.0,3,98038,36.44193080720943,1998,0,3,2.5,1580,1580,4698,0,2.0,0,7,47.3539,-122.025,"47.3539,-122.025",237th Place Southeast,27616,Barklay Woods,,King County,Washington,spring,342497.5,349475.0,345000.0,338975.0,autumn spring summer winter 
20961,1596600060,1,2015-05-01,250000.0,457500.0,325000.0,75000.0,3,98144,8.331421396616467,1919,0,1,1.0,660,660,2600,0,1.0,0,6,47.5723,-122.304,"47.5723,-122.304",21st Avenue South,3426,,Seattle,King County,Washington,spring,425000.0,460000.0,490000.0,474500.0,autumn spring summer winter 
20962,4268200055,1,2015-05-01,245000.0,279000.0,318500.0,73500.0,3,98178,16.541297374973972,1954,0,3,1.75,1740,1740,11547,0,1.0,0,7,47.4945,-122.22,"47.4945,-122.22",South 121st Street,8916,,Seattle,King County,Washington,spring,284000.0,282502.5,277554.0,261590.0,autumn spring summer winter 
20965,7200001259,1,2015-05-01,570000.0,615000.0,741000.0,171000.0,3,98052,11.822280053869477,1975,0,3,1.75,2390,1500,9000,890,1.0,0,8,47.6809,-122.113,"47.6809,-122.113",Northeast 88th Street,17016,,,King County,Washington,spring,599500.0,625000.0,620000.0,600750.0,autumn spring summer winter 
20968,3876313120,1,2015-05-01,505000.0,520000.0,656500.0,151500.0,3,98072,12.378433851246333,1976,0,3,1.75,1800,1370,7210,430,1.0,0,7,47.7346,-122.17,"47.7346,-122.17",128th Avenue Northeast,14640,,,King County,Washington,spring,550000.0,534640.0,501000.0,482000.0,autumn spring 
20970,3243100080,1,2015-05-01,270000.0,435000.0,351000.0,81000.0,3,98059,20.02855983426796,1961,0,3,1.0,1130,1130,7920,0,1.0,0,7,47.4852,-122.125,"47.4852,-122.125",Southeast 131st Street,16049,Willowbrook,,King County,Washington,spring,427500.0,450000.0,435000.0,420000.0,autumn spring summer winter 
20971,3862710010,1,2015-05-01,424950.0,502500.0,552435.0,127485.0,3,98065,33.55943352426732,2013,0,3,2.5,1650,1650,4777,0,2.0,0,8,47.5336,-121.841,"47.5336,-121.841",Fury Street,,,,King County,Washington,spring,452250.0,516000.0,485000.0,528750.0,autumn spring summer winter 
20978,3354400060,1,2015-05-01,238000.0,260000.0,309400.0,71400.0,3,98001,41.461599843634694,1952,2009,2,1.0,1088,1088,8453,0,1.0,0,6,47.2685,-122.231,"47.2685,-122.231",1st Avenue East,759,,,King County,Washington,spring,250000.0,262000.0,263000.0,269950.0,autumn spring summer winter 
20979,7896300070,1,2015-05-01,265000.0,370000.0,344500.0,79500.0,3,98118,13.337622443705758,1950,0,4,1.0,1290,1050,6034,240,1.0,0,6,47.5223,-122.286,"47.5223,-122.286",37th Avenue South,9043,,Seattle,King County,Washington,spring,351400.0,421000.0,358000.0,350000.0,autumn spring summer winter 
20981,2267000458,1,2015-05-01,497000.0,545000.0,646100.0,149100.0,3,98117,11.587537329301776,2000,0,3,2.5,1220,1220,1475,0,3.0,0,8,47.6909,-122.395,"47.6909,-122.395",Northwest 85th Street,2916,Loyal Heights,Seattle,King County,Washington,spring,535000.0,545000.0,545000.0,555000.0,autumn spring summer winter 
20985,7202000220,1,2015-05-01,426000.0,615000.0,553800.0,127800.0,4,98052,11.761361626850858,1973,0,4,1.5,1470,810,5850,660,1.0,0,7,47.7,-122.129,"47.7,-122.129",158th Avenue Northeast,11100,,,King County,Washington,spring,599500.0,625000.0,620000.0,600750.0,autumn spring summer winter 
20986,8725950360,1,2015-05-01,720000.0,1155000.0,936000.0,216000.0,3,98004,4.935349607737489,2007,0,2,1.75,1570,1570,1108,0,3.0,0,9,47.6215,-122.2,"47.6215,-122.2",Northeast 12th Place,,,Bellevue,King County,Washington,spring,1116500.0,1190000.0,1014250.0,1398000.0,autumn spring summer winter 
20989,6140100028,1,2015-05-01,370000.0,375000.0,481000.0,111000.0,3,98133,10.922887486585354,2006,0,3,1.75,1496,1248,1423,248,2.0,0,8,47.715,-122.355,"47.715,-122.355",Greenwood Avenue North,11730,,Seattle,King County,Washington,spring,362500.0,400000.0,358401.5,415000.0,spring winter 
20990,1450000050,1,2015-05-01,201000.0,235000.0,261300.0,60300.0,4,98002,39.3385408526898,1959,0,3,1.0,900,900,7576,0,1.0,0,6,47.2881,-122.22,"47.2881,-122.22",23rd Street Southeast,701,Stuck,,King County,Washington,spring,236500.0,234000.0,231750.0,235000.0,autumn spring summer winter 
20993,3353402390,1,2015-05-01,171500.0,260000.0,222950.0,51450.0,4,98001,41.88540317163415,1946,0,3,1.0,1150,1150,6480,0,1.5,0,5,47.2642,-122.258,"47.2642,-122.258",Tacoma Boulevard South,314,,,King County,Washington,spring,250000.0,262000.0,263000.0,269950.0,autumn spring summer winter 
20996,4253400098,1,2015-05-01,405000.0,457500.0,526500.0,121500.0,3,98144,8.069846303134911,2007,0,2,3.0,1160,880,1073,280,2.0,0,7,47.5788,-122.315,"47.5788,-122.315",14th Avenue South,2723,,Seattle,King County,Washington,spring,425000.0,460000.0,490000.0,474500.0,autumn spring summer winter 
20997,7883604065,1,2015-05-01,210000.0,342500.0,273000.0,63000.0,4,98108,13.483834027376501,1900,0,2,1.0,1100,1100,6000,0,1.5,0,6,47.5275,-122.323,"47.5275,-122.323",8th Avenue South,8420,South Park,Seattle,King County,Washington,spring,340000.0,355000.0,339000.0,380000.0,autumn spring summer winter 
21000,4435000145,1,2015-05-01,263000.0,264000.0,341900.0,78900.0,3,98188,21.172274417337615,1958,0,4,1.75,1340,1340,8700,0,1.5,0,6,47.4514,-122.287,"47.4514,-122.287",South 170th Street,3521,,,King County,Washington,spring,252000.0,267500.0,270000.0,255500.0,spring summer 
21002,9347300010,1,2015-05-01,342000.0,342500.0,444600.0,102600.0,3,98038,35.11808488546825,2012,0,3,2.5,1960,1960,3540,0,2.0,0,8,47.3568,-122.055,"47.3568,-122.055",,,Hailey's Terrace,,King County,Washington,spring,342497.5,349475.0,345000.0,338975.0,autumn spring summer 
21004,2026049125,1,2015-05-01,310000.0,425000.0,403000.0,93000.0,3,98125,10.344520417302745,1999,0,2,2.0,1030,1030,2271,0,3.0,0,7,47.7263,-122.314,"47.7263,-122.314",Northeast 135th Street,1231,,Seattle,King County,Washington,spring,435500.0,429975.0,421750.0,425000.0,autumn spring summer winter 
21006,5589900761,1,2015-05-01,315000.0,379975.0,409500.0,94500.0,4,98155,12.812281105088964,1943,0,2,1.0,770,770,6731,0,1.0,0,6,47.7505,-122.312,"47.7505,-122.312",Northeast 168th Street,1562,North City,Shoreline,King County,Washington,spring,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
21007,8562000010,1,2015-05-01,244500.0,291500.0,317850.0,73350.0,3,98042,33.61389106227459,1985,0,3,1.75,1210,1210,8864,0,1.0,0,7,47.3639,-122.08,"47.3639,-122.08",197th Place Southeast,26505,,,King County,Washington,spring,279000.0,301750.0,299500.0,286000.0,autumn spring summer winter 
21008,2705600069,1,2015-05-01,514950.0,545000.0,669435.0,154485.0,3,98117,10.257924033786713,2014,0,3,2.25,1310,1310,1264,0,3.0,0,8,47.6987,-122.366,"47.6987,-122.366",8th Avenue Northwest,,Crown Hill,Seattle,King County,Washington,spring,535000.0,545000.0,545000.0,555000.0,autumn spring summer winter 
21017,421000455,1,2015-05-02,253200.0,380000.0,329160.0,75960.0,4,98056,17.716900231296876,1953,0,3,1.0,1360,1360,5840,0,1.0,0,5,47.4945,-122.166,"47.4945,-122.166",Northeast 7th Street,3911,President Park,,King County,Washington,spring,376500.0,387000.0,377000.0,375000.0,autumn spring summer winter 
21019,3235100075,1,2015-05-03,279000.0,379975.0,362700.0,83700.0,3,98155,14.636274295518273,1948,0,3,1.0,1010,1010,7903,0,1.0,0,6,47.766,-122.32,"47.766,-122.32",Northeast 189th Street,916,,Shoreline,King County,Washington,spring,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
21024,7625704317,1,2015-05-03,377500.0,489950.0,490750.0,113250.0,3,98136,14.558593445394086,1939,0,2,1.0,840,840,4500,0,1.0,0,6,47.5441,-122.39,"47.5441,-122.39",Fauntleroy Way Southwest,6609,Morgan Junction,Seattle,King County,Washington,spring,469300.0,515000.0,454900.0,525000.0,autumn spring summer winter 
21026,2708100130,1,2015-05-03,550000.0,550000.0,715000.0,165000.0,4,98103,8.427260189211685,1926,0,2,1.0,1070,870,3000,200,1.0,0,7,47.6828,-122.353,"47.6828,-122.353",North 74th Street,350,,Seattle,King County,Washington,spring,549500.0,550000.0,549500.0,565000.0,spring winter 
21029,6446200050,1,2015-05-04,540000.0,575000.0,702000.0,162000.0,3,98029,19.82323158342491,1968,0,3,1.75,2590,1970,25992,620,1.0,0,8,47.5521,-122.03,"47.5521,-122.03",232nd Avenue Southeast,5521,,,King County,Washington,spring,575000.0,592500.0,561000.0,560000.0,autumn spring summer winter 
21030,9828200746,1,2015-05-04,440000.0,572000.0,572000.0,132000.0,3,98122,3.897762486925241,1970,1998,2,1.5,1120,1120,1024,0,2.0,0,8,47.6175,-122.298,"47.6175,-122.298",East Howell Street,2613,,Seattle,King County,Washington,spring,585500.0,613000.0,575000.0,523000.0,autumn spring summer winter 
21031,6083000123,1,2015-05-04,158000.0,235000.0,205400.0,47400.0,3,98168,17.423290505372876,1942,0,3,1.0,1140,1140,10477,0,1.0,0,6,47.4874,-122.306,"47.4874,-122.306",21st Avenue South,12842,,,King County,Washington,spring,234525.0,235000.0,240500.0,235000.0,autumn spring summer winter 
21032,1525069088,1,2015-05-04,442500.0,634900.0,575250.0,132750.0,3,98053,18.161974732447867,1980,0,5,3.25,4240,3410,226097,830,2.0,0,8,47.6472,-122.017,"47.6472,-122.017",Northeast 43rd Street,24126,,,King County,Washington,spring,658000.0,666000.0,643750.0,569000.0,autumn spring summer winter 
21036,626049058,1,2015-05-04,275000.0,375000.0,357500.0,82500.0,3,98133,16.57488232211948,1959,0,5,2.5,2570,1300,17234,1270,1.0,0,7,47.7753,-122.355,"47.7753,-122.355",North 202nd Street,538,,Shoreline,King County,Washington,spring,362500.0,400000.0,358401.5,415000.0,autumn spring summer winter 
21039,1090000005,1,2015-05-04,402000.0,489950.0,522600.0,120600.0,3,98136,15.657908813469437,1922,0,2,1.0,1210,1210,5600,0,1.5,0,7,47.5322,-122.392,"47.5322,-122.392",Southwest Kenyon Place,4468,,Seattle,King County,Washington,spring,469300.0,515000.0,454900.0,525000.0,autumn spring summer winter 
21040,3592500985,1,2015-05-04,880000.0,920000.0,1144000.0,264000.0,3,98112,3.5028063585884466,1923,0,4,2.5,2350,2150,4675,200,2.0,0,9,47.6344,-122.305,"47.6344,-122.305",Peach Court East,1638,,Seattle,King County,Washington,spring,841250.0,920000.0,952500.0,1025000.0,spring summer winter 
21042,1211000280,1,2015-05-04,295000.0,572000.0,383500.0,88500.0,3,98122,4.7115986443634945,1945,0,2,1.0,750,750,4500,0,1.0,0,6,47.607,-122.297,"47.607,-122.297",Temple Place,525,,Seattle,King County,Washington,spring,585500.0,613000.0,575000.0,523000.0,autumn spring summer winter 
21044,9197100101,1,2015-05-04,225000.0,250000.0,292500.0,67500.0,4,98032,29.50800465829166,1926,0,2,1.0,1010,1010,5408,0,1.0,0,6,47.3759,-122.238,"47.3759,-122.238",5th Avenue South,618,,Kent,King County,Washington,spring,249500.0,250000.0,265000.0,243000.0,autumn spring summer winter 
21045,2652501630,1,2015-05-04,626700.0,736000.0,814710.0,188010.0,3,98109,7.323920086462037,1906,0,3,1.5,1410,1410,3600,0,1.0,0,7,47.6402,-122.357,"47.6402,-122.357",Queen Anne Avenue North,2419,,Seattle,King County,Washington,spring,675000.0,762000.0,736000.0,837000.0,autumn spring summer winter 
21046,1895000045,1,2015-05-04,195000.0,370000.0,253500.0,58500.0,3,98118,13.932380799714489,1953,0,2,1.0,820,820,5100,0,1.0,0,6,47.5156,-122.262,"47.5156,-122.262",57th Avenue South,9642,Rainier Beach,Seattle,King County,Washington,spring,351400.0,421000.0,358000.0,350000.0,autumn spring summer winter 
21048,7236100025,1,2015-05-04,280000.0,380000.0,364000.0,84000.0,4,98056,17.74753442589175,1957,0,3,1.0,1020,1020,8400,0,1.0,0,7,47.4905,-122.18,"47.4905,-122.18",Index Avenue Northeast,504,Highlands Park,,King County,Washington,spring,376500.0,387000.0,377000.0,375000.0,autumn spring summer winter 
21052,3578401060,1,2015-05-04,625000.0,644500.0,812500.0,187500.0,4,98074,16.0986446379928,1984,0,3,2.25,1920,1920,9672,0,2.0,0,8,47.6233,-122.046,"47.6233,-122.046",220th Place Northeast,1461,,,King County,Washington,spring,623000.0,656250.0,637000.0,623900.0,spring summer 
21053,3578401060,1,2015-05-04,625000.0,644500.0,812500.0,187500.0,4,98074,16.0986446379928,1984,0,3,2.25,1920,1920,9672,0,2.0,0,8,47.6233,-122.046,"47.6233,-122.046",220th Place Northeast,1461,,,King County,Washington,spring,623000.0,656250.0,637000.0,623900.0,spring summer 
21059,2553300120,1,2015-05-04,629500.0,739999.0,818350.0,188850.0,3,98075,18.410952084915525,1994,0,3,2.0,2020,2020,10584,0,1.0,0,10,47.5851,-122.028,"47.5851,-122.028",Southeast 27th Place,23315,,,King County,Washington,spring,707500.0,742000.0,739900.0,763000.0,autumn spring summer winter 
21060,7215730120,1,2015-05-04,606500.0,739999.0,788450.0,181950.0,3,98075,18.714481383772586,2000,0,3,2.5,2170,2170,5500,0,2.0,0,8,47.5975,-122.018,"47.5975,-122.018",Southeast 12th Place,24033,,,King County,Washington,spring,707500.0,742000.0,739900.0,763000.0,autumn spring summer winter 
21062,8730000260,1,2015-05-04,369950.0,375000.0,480935.0,110985.0,3,98133,9.470743732006387,2009,0,2,2.75,1370,1080,1140,290,2.0,0,8,47.7053,-122.342,"47.7053,-122.342",Stone Avenue North,10510,,Seattle,King County,Washington,spring,362500.0,400000.0,358401.5,415000.0,spring winter 
21063,8562780430,1,2015-05-04,346100.0,570500.0,449930.0,103830.0,3,98027,18.577103730113066,2013,0,2,1.75,1150,1150,698,0,2.0,0,7,47.5323,-122.071,"47.5323,-122.071",Northwest Moraine Place,2173,,,King County,Washington,spring,545000.0,574950.0,575000.0,538100.0,autumn spring summer winter 
21065,8651401270,1,2015-05-04,203000.0,291500.0,263900.0,60900.0,5,98042,33.54469675235631,1969,0,3,1.0,840,840,6500,0,1.0,0,6,47.3637,-122.083,"47.3637,-122.083",Southeast 266th Street,19423,,,King County,Washington,spring,279000.0,301750.0,299500.0,286000.0,autumn spring summer winter 
21068,6189200260,1,2015-05-04,617450.0,765475.0,802685.0,185235.0,3,98005,6.450391474404206,1981,0,3,2.0,1580,1080,14398,500,1.0,0,7,47.6328,-122.174,"47.6328,-122.174",,,,Bellevue,King County,Washington,spring,806500.0,795000.0,740000.0,762450.0,autumn spring summer winter 
21073,9407111220,1,2015-05-04,303000.0,399500.0,393900.0,90900.0,3,98045,42.69900518971575,1978,0,2,1.0,1020,1020,9200,0,1.0,0,7,47.4461,-121.769,"47.4461,-121.769",Southeast 170th Place,42800,Wilderness Rim,,King County,Washington,spring,355000.0,427437.0,413500.0,414500.0,autumn spring summer winter 
21084,3878900464,1,2015-05-04,229500.0,279000.0,298350.0,68850.0,3,98178,14.895870671672286,1948,0,2,1.75,1870,960,6625,910,1.0,0,7,47.5071,-122.249,"47.5071,-122.249",Waters Avenue South,10436,Rainier Beach,Seattle,King County,Washington,spring,284000.0,282502.5,277554.0,261590.0,autumn spring summer winter 
21085,312000265,1,2015-05-04,375000.0,489950.0,487500.0,112500.0,3,98136,13.80594664035224,1950,0,2,1.0,790,790,5120,0,1.0,0,6,47.557,-122.395,"47.557,-122.395",49th Avenue Southwest,5015,,Seattle,King County,Washington,spring,469300.0,515000.0,454900.0,525000.0,autumn spring summer winter 
21088,1236300146,1,2015-05-04,570000.0,678350.0,741000.0,171000.0,4,98033,7.6014033743412455,1965,0,3,1.5,1300,1300,7287,0,1.0,0,7,47.6889,-122.187,"47.6889,-122.187",116th Avenue Northeast,9707,,,King County,Washington,spring,649800.0,698000.0,675000.0,725000.0,autumn spring summer winter 
21090,7923300230,1,2015-05-04,479000.0,560000.0,622700.0,143700.0,4,98007,10.596587622693313,1956,0,3,1.0,1480,1480,10094,0,1.0,0,7,47.5942,-122.136,"47.5942,-122.136",153rd Avenue Southeast,1821,,Bellevue,King County,Washington,spring,525000.0,592500.0,552000.0,598780.0,autumn spring summer winter 
21091,6821102340,1,2015-05-04,415000.0,690000.0,539500.0,124500.0,3,98199,10.342812126436332,1945,0,3,1.5,1360,1360,1795,0,2.0,0,7,47.6471,-122.397,"47.6471,-122.397",31st Avenue West,3007,Lawton Park,Seattle,King County,Washington,spring,650000.0,730000.0,735000.0,606000.0,autumn spring summer winter 
21093,5037300130,1,2015-05-04,672500.0,690000.0,874250.0,201750.0,4,98199,9.976622093722023,1947,0,3,1.75,1580,1330,5750,250,1.0,0,8,47.6339,-122.392,"47.6339,-122.392",Thorndyke Avenue West,1551,,Seattle,King County,Washington,spring,650000.0,730000.0,735000.0,606000.0,spring summer 
21094,9828701488,1,2015-05-04,360000.0,572000.0,468000.0,108000.0,3,98122,3.7169126308140705,2005,0,2,1.0,880,880,1165,0,2.0,0,8,47.6192,-122.297,"47.6192,-122.297",East Denny Way,2702,,Seattle,King County,Washington,spring,585500.0,613000.0,575000.0,523000.0,autumn spring summer winter 
