,id,query,road,house_number,neighbourhood,city,county,state
20668,9834201370,"47.5701,-122.288",36th Avenue South,3650,,Seattle,King County,Washington
20669,8564860270,"47.4759,-121.734",,,,,King County,Washington
20670,8564860270,"47.4759,-121.734",,,,,King County,Washington
20671,3395071580,"47.5328,-122.282",South Chicago Street,4000,,Seattle,King County,Washington
20672,3682000060,"47.3427,-122.278",44th Avenue South,28822,,,King County,Washington
20673,1646500810,"47.6853,-122.356",North 78th Street,143,,Seattle,King County,Washington
20674,7768800160,"47.5765,-122.072",,,,,King County,Washington
20675,3629980860,"47.5525,-121.99",Northeast Madison Way,3444,,,King County,Washington
20676,629890070,"47.5528,-122.076",Newport Way Northwest,,,,King County,Washington
20677,7299600140,"47.2582,-122.198",Bennett Avenue Southeast,5614,,,King County,Washington
20678,1332700030,"47.5184,-122.196",Kennewick Place Northeast,2956,Kennydale,,King County,Washington
20679,3630220140,"47.5515,-122.0",22nd Court Northeast,2500,,,King County,Washington
20680,301400240,"47.3448,-122.217",42nd Court Northeast,1042,,,King County,Washington
20681,1233100710,"47.6819,-122.172",126th Avenue Northeast,8744,,,King County,Washington
20682,293070270,"47.6178,-122.055",Northeast 9th Place,,,,King County,Washington
20683,3304030140,"47.344,-122.269",53rd Avenue South,28641,,,King County,Washington
20684,5095401070,"47.4714,-122.071",203rd Avenue Southeast,14608,,,King County,Washington
20685,6358900070,"47.7647,-122.213",Northeast 188th Street,9520,,,King County,Washington
20686,8141310030,"47.1948,-121.975",Petersen Drive East,445,,,King County,Washington
20687,7203140270,"47.6856,-122.013",244th Place Northeast,9881,,,King County,Washington
20688,8682320320,"47.709,-122.018",240th Place Northeast,12504,,,King County,Washington
20689,9542840340,"47.3665,-122.022",Maple Valley-Black Diamond Road Southeast,26207,,,King County,Washington
20690,3943600140,"47.4513,-122.202",104th Avenue Southeast,16828,Victoria Hills,,King County,Washington
20691,2902200240,"47.6371,-122.327",Yale Avenue East,2008,Eastlake,Seattle,King County,Washington
20692,3274800505,"47.5934,-122.298",Martin Luther King Junior Way South,943,,Seattle,King County,Washington
20693,8080400136,"47.6179,-122.312",East Denny Way,,,Seattle,King County,Washington
20694,6371000079,"47.5775,-122.41",Southwest Stevens Street,6009,Alki,Seattle,King County,Washington
20695,5379801920,"47.4565,-122.287",South 164th Street,3442,,,King County,Washington
20696,8562770320,"47.5368,-122.073",Alpine Ridge Place Northwest,525,,,King County,Washington
20697,3449000200,"47.5013,-122.147",145th Avenue Southeast,11279,,,King County,Washington
20698,255470030,"47.7748,-122.244",Northeast 201stPlace,7318,,,King County,Washington
20699,629650030,"47.2599,-122.256",Coyote Drive,217,,,King County,Washington
20700,3574770030,"47.7401,-122.226",87th Place Northeast,15439,,,King County,Washington
20701,7589700055,"47.6884,-122.374",14th Avenue Northwest,8050,Whittier Heights,Seattle,King County,Washington
20702,3832050570,"47.3359,-122.055",215th Terrace Southeast,29734,,,King County,Washington
20703,5167000140,"47.6653,-122.205",Northeast 66th Lane,10139,Houghton,,King County,Washington
20704,9578060370,"47.7727,-122.237",77th Avenue Northeast,19901,,,King County,Washington
20705,2767604253,"47.6714,-122.382",Northwest 58th Street,1760,Sunset Hill,Seattle,King County,Washington
20706,8562780800,"47.5325,-122.072",Northwest Moraine Place,2105,,,King County,Washington
20707,603000926,"47.5241,-122.285",38th Avenue South,8803,,Seattle,King County,Washington
20708,6817750510,"47.429,-122.189",114th Place Southeast,19375,,,King County,Washington
20709,423059409,"47.5073,-122.168",Redmond Court Northeast,1701,Glencoe,,King County,Washington
20710,522049074,"47.431,-122.335",South 192nd Street,111,North Hill,,King County,Washington
20711,1934800193,"47.6034,-122.309",18th Avenue,169,Little Saigon,Seattle,King County,Washington
20712,847100046,"47.4865,-122.143",Nile Avenue Northeast,265,Maplewood Estates,,King County,Washington
20713,1250200693,"47.5973,-122.298",Martin Luther King Junior Way South,523,,Seattle,King County,Washington
20714,7338220200,"47.3363,-122.215",32nd Place Northeast,1243,Riverpointe,,King County,Washington
20715,1982201596,"47.6646,-122.367",Northwest 49th Street,816,,Seattle,King County,Washington
20716,7853270830,"47.5439,-121.88",Douglas Avenue Southeast,6341,,,King County,Washington
20717,9352900200,"47.5202,-122.357",17th Avenue Southwest,9229,Highland Park,Seattle,King County,Washington
20718,8850000517,"47.5893,-122.309",18th Avenue South,1520,,Seattle,King County,Washington
20719,3395070560,"47.535,-122.284",39th Avenue South,7437,Holly Park,Seattle,King County,Washington
20720,7211400576,"47.5123,-122.358",19th Avenue Southwest,10046,,Seattle,King County,Washington
20721,5169700132,"47.5079,-122.158",Northeast 18th Circle,4527,Glencoe,,King County,Washington
20722,3204960200,"47.537,-122.185",Southeast 73rd Place,11619,,,King County,Washington
20723,8024200681,"47.6989,-122.317",Northeast 96th Street,1018,,Seattle,King County,Washington
20724,9358000550,"47.5675,-122.369",Southwest Yancy Street,2821,Youngstown,Seattle,King County,Washington
20725,7625702444,"47.5491,-122.387",California Avenue Southwest,5936,Morgan Junction,Seattle,King County,Washington
20726,7853370260,"47.517,-121.876",,,,,King County,Washington
20727,522079068,"47.4178,-121.937",Southeast 208th Street,30520,,,King County,Washington
20728,3023000200,"47.356,-122.057",Southeast 274th Place,21312,Hailey's Terrace,,King County,Washington
20729,3758900023,"47.699,-122.207",Northeast 110th Street,10022,,,King County,Washington
20730,6204050160,"47.7449,-122.192",Northeast 162nd Street,11175,,,King County,Washington
20731,8562780200,"47.5321,-122.073",Northwest Hidden Lane,2221,,,King County,Washington
20732,7702600949,"47.4283,-122.102",Southeast 196th Drive,17835,The Grove at Spring Lake,,King County,Washington
20733,3442000127,"47.7039,-122.36",Northwest 103rd Street,144,,Seattle,King County,Washington
20734,255550070,"47.7457,-121.985",Northeast Anderson Street,26400,,,King County,Washington
20735,7165700200,"47.5323,-122.281",South Bozeman Street,4022,,Seattle,King County,Washington
20736,8096800270,"47.3771,-122.186",Southeast 251st Street,11615,,,King County,Washington
20737,4046500160,"47.6927,-121.92",Northeast 106th Street,31311,,,King County,Washington
20738,7882600326,"47.6624,-122.197",108th Avenue Northeast,6101,,,King County,Washington
20739,9122001230,"47.5816,-122.296",28th Avenue South,2344,,Seattle,King County,Washington
20740,6373000187,"47.5774,-122.412",62nd Avenue Southwest,3014,Alki,Seattle,King County,Washington
20741,7967000200,"47.3518,-122.275",47th Place South,27828,,,King County,Washington
20742,2902200241,"47.6371,-122.327",Yale Avenue East,2008,Eastlake,Seattle,King County,Washington
20743,291310390,"47.5339,-122.067",Northwest Boulder Way Drive,2099,,,King County,Washington
20744,1604601572,"47.5663,-122.29",Letitia Avenue South,4067,Columbia City,Seattle,King County,Washington
20745,259500270,"47.51,-122.185",Ferndale Avenue Northeast,2027,,,King County,Washington
20746,3166900270,"47.3512,-122.135",155th Place Southeast,27927,,,King County,Washington
20747,2926049582,"47.7117,-122.326",3rd Avenue Northeast,11348 D,,Seattle,King County,Washington
20748,3438503230,"47.5374,-122.357",18th Avenue Southwest,7160,,Seattle,King County,Washington
20749,2827100075,"47.7348,-122.347",North 145th Lane,840,,Shoreline,King County,Washington
20750,1702900624,"47.5592,-122.284",South Angeline Street,3825,Columbia City,Seattle,King County,Washington
20751,2856100935,"47.6764,-122.392",Earl Avenue Northwest,6515,Loyal Heights,Seattle,King County,Washington
20752,301401620,"47.3451,-122.209",R Street Northeast,4213,,,King County,Washington
20753,3630200520,"47.5416,-121.994",29th Place Northeast,1469,,,King County,Washington
20754,323079065,"47.501,-121.902",Upper Preston Road Southeast,11012,,,King County,Washington
20755,7172200125,"47.6843,-122.305",21st Avenue Northeast,7546,Ravenna,Seattle,King County,Washington
20756,3057000400,"47.717,-122.19",113th Place Northeast,13122,,,King County,Washington
20757,3022900070,"47.3564,-122.198",Southeast 273rd Court,10707,Erin Glade,,King County,Washington
20758,9406710060,"47.3658,-122.037",228th Avenue Southeast,26434,,,King County,Washington
20759,3353401070,"47.2671,-122.256",2nd Place Southwest,122,,,King County,Washington
20760,7853280570,"47.5392,-121.861",Pinehurst Avenue Southeast,6823,Eagle Lake,,King County,Washington
20761,6192410550,"47.7065,-122.118",167th Place Northeast,11938,,,King County,Washington
20762,8562710520,"47.5396,-122.073",Summerhill Ridge Drive Northwest,838,,,King County,Washington
20763,1543000060,"47.4487,-122.205",Wells Avenue South,3474,Winsper,,King County,Washington
20764,9536600810,"47.36,-122.318",12th Avenue South,26856,Woodmont,,King County,Washington
20765,5428000070,"47.3574,-122.318",South 273rd Place,1204,Redondo Riviera,,King County,Washington
20766,2309000060,"47.5286,-122.187",Southeast 83rd Street,11490,,,King County,Washington
20767,8043700105,"47.5724,-122.104",Southeast 40th Place,17722,,Bellevue,King County,Washington
20768,7792000140,"47.1967,-121.966",283rd Avenue Southeast,45023,,,King County,Washington
20769,5244801550,"47.6435,-122.354",2nd Avenue North,2607,,Seattle,King County,Washington
20770,9310300160,"47.7384,-122.348",Linden Avenue North,15099,,Shoreline,King County,Washington
20771,6762700376,"47.6298,-122.321",Broadway East,1138,,Seattle,King County,Washington
20772,1972200428,"47.6534,-122.355",Phinney Avenue North,3637,,Seattle,King County,Washington
20773,7304301231,"47.7484,-122.322",Northeast 165th Street,616,,Shoreline,King County,Washington
20774,9512200140,"47.4593,-122.136",Southeast 160th Place,15348,Fairwood Greens,,King County,Washington
20775,7853400260,"47.5169,-121.884",Ash Southeast Avenue,9428,,,King County,Washington
20776,97600140,"47.5424,-122.12",Southeast 66th Street,16496,,Bellevue,King County,Washington
20777,2822059360,"47.3689,-122.175",Southeast 259th Place,12425,Seven Oaks East,,King County,Washington
20778,6056110200,"47.562,-122.292",Renton Avenue South,4525,Columbia City,Seattle,King County,Washington
20779,6300000226,"47.7076,-122.342",Stone Avenue North,10720,,Seattle,King County,Washington
20780,6300000226,"47.7076,-122.342",Stone Avenue North,10720,,Seattle,King County,Washington
20781,9524100196,"47.695,-122.343",North 91st Street,1132,Licton Springs,Seattle,King County,Washington
20782,3013300685,"47.532,-122.384",Southwest Kenyon Street,3947,High Point,Seattle,King County,Washington
20783,2619950070,"47.7327,-121.966",Northeast 147th Circle,28050,,,King County,Washington
20784,7203110240,"47.6942,-122.016",242nd Place Northeast,10741,,,King County,Washington
20785,7694200350,"47.5017,-122.34",4th Place Southwest,11319,Beverly Park,Seattle,King County,Washington
20786,7600136,"47.6023,-122.314",14th Avenue,164,Little Saigon,Seattle,King County,Washington
20787,1442880160,"47.4827,-121.773",Southeast 11th Street,919,,,King County,Washington
20788,3277801580,"47.5432,-122.376",35th Avenue Southwest,6558,High Point,Seattle,King County,Washington
20789,1442880640,"47.4841,-121.772",Southeast 10th Street,,,,King County,Washington
20790,3845101070,"47.2596,-122.194",Elaine Avenue Southeast,5515,,,King County,Washington
20791,6791900260,"47.6057,-122.047",218th Place Southeast,200,,,King County,Washington
20792,9828702339,"47.6205,-122.299",26th Avenue East,211,,Seattle,King County,Washington
20793,2255500125,"47.6088,-122.311",16th Avenue,724,Little Saigon,Seattle,King County,Washington
20794,5541300135,"47.6951,-122.346",North 91st Street,922,Licton Springs,Seattle,King County,Washington
20795,4083306616,"47.6489,-122.335",Burke Avenue North,3430,,Seattle,King County,Washington
20796,8096800260,"47.3774,-122.186",117th Court Southeast,25022,,,King County,Washington
20797,2997800024,"47.5772,-122.409",60th Avenue Southwest,3016,Alki,Seattle,King County,Washington
20798,952005863,"47.5633,-122.385",42nd Avenue Southwest,4456,Morgan Junction,Seattle,King County,Washington
20799,7772850060,"47.7731,-122.343",North 198th Street,,,Shoreline,King County,Washington
20800,6130500070,"47.7108,-122.332",North 113th Street,2138,,Seattle,King County,Washington
20801,8682300400,"47.7158,-122.016",Northeast 131st Terrace,24299,,,King County,Washington
20802,8956200990,"47.2904,-122.264",56th Court South,34701,,,King County,Washington
20803,9532000070,"47.7711,-122.168",129th Avenue Northeast,19730,,,King County,Washington
20804,7570050070,"47.3455,-122.023",239th Place Southeast,28463,Sawyer Crest,,King County,Washington
20805,946000295,"47.6908,-122.365",Northwest 85th Street,636,Crown Hill,Seattle,King County,Washington
20806,3831250350,"47.3573,-122.202",104th Avenue Southeast,27216,,,King County,Washington
20807,6056100160,"47.5669,-122.297",Martin Luther King Junior Way South,4055,,Seattle,King County,Washington
20808,1402970070,"47.3307,-122.188",Southeast 302nd Court,11503,,,King County,Washington
20809,2524059267,"47.5442,-122.116",168th Place Southeast,6531,,Bellevue,King County,Washington
20810,8091670030,"47.3494,-122.042",Southeast 281st Court,22442,Sunridge at Elk Run,,King County,Washington
20811,1825079046,"47.6539,-121.959",Northeast 52nd Street,,,,King County,Washington
20812,255450390,"47.3706,-122.017",Southeast 258th Street,24233,Arbors at Rock Creek,,King County,Washington
20813,9301300270,"47.6377,-122.342",Waverly Place North,2040,Westlake,Seattle,King County,Washington
20814,9347300160,"47.3568,-122.056",214th Terrace Southeast,27321,Hailey's Terrace,,King County,Washington
20815,710600070,"47.5381,-122.046",6th Avenue Northwest,765,,,King County,Washington
20816,5556300116,"47.6467,-122.118",Northeast 40th Court,16644,,,King County,Washington
20817,1324300126,"47.6543,-122.358",Northwest 39th Street,116,,Seattle,King County,Washington
20818,9279700013,"47.5858,-122.393",48th Avenue Southwest,1933,Admiral,Seattle,King County,Washington
20819,3336500140,"47.5298,-122.269",Wolcott Avenue South,8137,Dunlap,Seattle,King County,Washington
20820,2767604212,"47.6715,-122.384",Northwest 59th Street,2039,Sunset Hill,Seattle,King County,Washington
20821,6719600030,"47.6879,-122.107",Northeast 98th Way,17458,Education Hill,,King County,Washington
20822,3204930510,"47.7016,-122.103",178th Avenue Northeast,11496,,,King County,Washington
20823,7582700075,"47.6646,-122.28",44th Avenue Northeast,4750,Laurelhurst,Seattle,King County,Washington
20824,191100435,"47.5639,-122.223",87th Avenue Southeast,4593,Mercer Heights,,King County,Washington
20825,255450030,"47.371,-122.018",Southeast 258th Street,24210,Arbors at Rock Creek,,King County,Washington
20826,9476200710,"47.4878,-122.191",Bronson Way Northeast,353,Liberty Ridge,,King County,Washington
20827,1329300070,"47.3524,-122.175",Southeast 278th Place,12426,,,King County,Washington
20828,357000135,"47.593,-122.291",32nd Avenue South,1114,,Seattle,King County,Washington
20829,7203600560,"47.3443,-122.327",6th Avenue South,28632,Redondo,,King County,Washington
20830,715010140,"47.538,-122.114",170th Avenue Southeast,7087,,Bellevue,King County,Washington
20831,3869900138,"47.5402,-122.387",California Avenue Southwest,7010,Morgan Junction,Seattle,King County,Washington
20832,2114700374,"47.5344,-122.348",Southwest Holden Street,900,Highland Park,Seattle,King County,Washington
20833,9264450550,"47.2599,-122.283",41st Place South,38069,Jovita,,King County,Washington
20834,3862710200,"47.534,-121.841",Fury Street,,,,King County,Washington
20835,291310310,"47.5341,-122.067",Northwest Boulder Way Drive,2096,,,King County,Washington
20836,3814900260,"47.3262,-122.165",Southeast 307th Street,13207,,,King County,Washington
20837,8562790710,"47.5322,-122.076",Northwest Alpine Crest Way,2649,,,King County,Washington
20838,3425069117,"47.6094,-122.023",239th Way Southeast,106,,,King County,Washington
20839,2895800640,"47.5171,-122.346",Southwest 96th Place,802,,Seattle,King County,Washington
20840,3438500253,"47.5542,-122.359",Southwest Brandon Street,1920 C,,Seattle,King County,Washington
20841,3630200340,"47.5408,-121.994",29th Place Northeast,1439,,,King County,Washington
20842,2770601769,"47.6519,-122.384",West Ruffner Street,2117,,Seattle,King County,Washington
20843,2225069036,"47.6328,-122.016",Northeast 26th Street,24103,,,King County,Washington
20844,9525600030,"47.6704,-122.358",Northwest 58th Street,101,,Seattle,King County,Washington
20845,993002108,"47.6907,-122.342",North 85th Street,1204,Licton Springs,Seattle,King County,Washington
20846,993000327,"47.6937,-122.342",Midvale Avenue North,8842,Licton Springs,Seattle,King County,Washington
20847,1523059239,"47.4879,-122.152",Graham Avenue Northeast,366,Alder Crossing,,King County,Washington
20848,7967000270,"47.3511,-122.275",South 279th Place,4704,,,King County,Washington
20849,7137800310,"47.2793,-122.352",Southwest 360th Street,1322,,,King County,Washington
20850,2211300260,"47.382,-122.197",Southeast 245th Place,10808,,,King County,Washington
20851,8956200070,"47.3003,-122.263",57th Avenue South,33614,,,King County,Washington
20852,1257201420,"47.6725,-122.33",North 60th Street,2318,Meridian,Seattle,King County,Washington
20853,1523300140,"47.5943,-122.299",26th Avenue South,906,,Seattle,King County,Washington
20854,9831200186,"47.6264,-122.323",Boylston Avenue East,746,,Seattle,King County,Washington
20855,7660100238,"47.5893,-122.317",12th Avenue South,1520,,Seattle,King County,Washington
20856,5381000477,"47.4467,-122.287",34th Place South,17411,,,King County,Washington
20857,207700180,"47.7724,-122.168",Northeast 200th Place,12916,,,King County,Washington
20858,5288200072,"47.5607,-122.378",Southwest Alaska Street,3601,,Seattle,King County,Washington
20859,9524100322,"47.6947,-122.342",North 91st Street,1159,Licton Springs,Seattle,King County,Washington
20860,1732800184,"47.6319,-122.362",4th Avenue West,1417,,Seattle,King County,Washington
20861,1425069103,"47.655,-122.009",Northeast 52nd Place,24720,,,King County,Washington
20862,8165500790,"47.5388,-122.367",Shinkle Place Southwest,7111,,Seattle,King County,Washington
20863,7658600081,"47.5925,-122.302",23rd Avenue South,1112,,Seattle,King County,Washington
20864,1245003268,"47.6847,-122.2",5th Street,1103,,,King County,Washington
20865,8010100220,"47.579,-122.389",45th Avenue Southwest,2710,Admiral,Seattle,King County,Washington
20866,7974200452,"47.6804,-122.288",37th Avenue Northeast,7032,Ravenna,Seattle,King County,Washington
20867,8943600360,"47.4214,-122.191",Southeast 202nd Court,11159,,,King County,Washington
20868,3026059361,"47.7043,-122.209",Northeast 116th Street,9912,,,King County,Washington
20869,6130500120,"47.7108,-122.333",Meridian Avenue North,11322,,Seattle,King County,Washington
20870,3575305485,"47.6225,-122.058",211th Place Northeast,1500,,,King County,Washington
20871,666000142,"47.6078,-122.202",Southeast 3rd Street,10237,Moorland,Bellevue,King County,Washington
20872,7853280620,"47.5389,-121.86",Pinehurst Avenue Southeast,6880,Eagle Lake,,King County,Washington
20873,8946390040,"47.369,-122.287",35th Place South,25926,,,King County,Washington
20874,5416300230,"47.3229,-122.045",222nd Way Southeast,31060,The Ridge at Lake Sawyer,,King County,Washington
20875,1604730150,"47.4969,-122.145",Northeast 8th Place,5600,Claremont,,King County,Washington
20876,8669180150,"47.3514,-122.213",49th Street Northeast,1325,,,King County,Washington
20877,1081330180,"47.4698,-122.121",Southeast 149th Street,16412,,,King County,Washington
20878,2309710230,"47.1941,-121.979",Watson Street North,302,,,King County,Washington
20879,2895800610,"47.5167,-122.346",8th Place Southwest,9631,,Seattle,King County,Washington
20880,3362400092,"47.6828,-122.346",North 74th Street,906,,Seattle,King County,Washington
20881,3052700385,"47.679,-122.375",Alonzo Avenue Northwest,6744,Whittier Heights,Seattle,King County,Washington
20882,2738640040,"47.773,-122.161",136th Avenue Northeast,19819,,,King County,Washington
20883,8024200674,"47.6988,-122.317",Northeast 96th Street,1018,,Seattle,King County,Washington
20884,3353400092,"47.2615,-122.252",Blueberry Southwest Court,128,,,King County,Washington
20885,6003500749,"47.6181,-122.318",11th Avenue,1816,,Seattle,King County,Washington
20886,8956200530,"47.2958,-122.265",56th Avenue South,34162,,,King County,Washington
20887,133000271,"47.5123,-122.316",14th Avenue South,10115,,Seattle,King County,Washington
20888,6749700063,"47.6975,-122.348",North 95th Street,747,Licton Springs,Seattle,King County,Washington
20889,3278613060,"47.543,-122.368",High Point Drive Southwest,6622,,Seattle,King County,Washington
20890,7708200880,"47.4935,-122.145",Mt Baker Avenue Northeast,663,Shamrock Heights,,King County,Washington
20891,2767600673,"47.6754,-122.374",Northwest 64th Street,1406,Sunset Hill,Seattle,King County,Washington
20892,7299810040,"47.3166,-122.046",222nd Court Southeast,31732,The Ridge at Lake Sawyer,,King County,Washington
20893,993000308,"47.6933,-122.342",Midvale Avenue North,8830,Licton Springs,Seattle,King County,Washington
20894,3364900040,"47.6757,-122.326",Northeast 65th Street,225,,Seattle,King County,Washington
20895,9578090180,"47.7079,-122.107",Northeast 175th Court,,,,King County,Washington
20896,9542840120,"47.367,-122.019",242nd Avenue Southeast,26133,Wilderness Rim Estates,,King County,Washington
20897,3860900035,"47.5933,-122.199",Southeast 19th Street,10561,,Bellevue,King County,Washington
20898,7202300040,"47.6857,-122.045",222nd Court Northeast,9634,,,King County,Washington
20899,1773100972,"47.5567,-122.363",Delridge Way Southwest,5033,,Seattle,King County,Washington
20900,3626039424,"47.7046,-122.357",Holman Road North,10401,,Seattle,King County,Washington
20901,3175200220,"47.7373,-121.969",276th Place Northeast,15001,,,King County,Washington
20902,7852120120,"47.5402,-121.876",Southeast Garden Court,34825,,,King County,Washington
20903,7813500040,"47.489,-122.249",68th Avenue South,12644,,Seattle,King County,Washington
20904,7242800040,"47.678,-122.117",167th Avenue Northeast,8350,,,King County,Washington
20905,1442880650,"47.4842,-121.772",Southeast 10th Street,,,,King County,Washington
20906,3355400242,"47.2602,-122.246",Butte Avenue Southeast,516,,,King County,Washington
20907,8562780540,"47.5323,-122.07",Northwest Moraine Place,2215,,,King County,Washington
20908,923049203,"47.4991,-122.299",26th Avenue South,11606,,,King County,Washington
20909,3578600141,"47.7407,-122.226",Northeast 155th Street,8610,,,King County,Washington
20910,53500450,"47.343,-122.056",Southeast 289th Way,21421,Alder's Cove,,King County,Washington
20911,1934800180,"47.6031,-122.309",18th Avenue,161,Little Saigon,Seattle,King County,Washington
20912,3023000210,"47.356,-122.057",Southeast 274th Place,21312,Hailey's Terrace,,King County,Washington
20913,1773100967,"47.5565,-122.363",Delridge Way Southwest,5033,,Seattle,King County,Washington
20914,2767704777,"47.6719,-122.374",Northwest 59th Street,1408,Sunset Hill,Seattle,King County,Washington
20915,1085621960,"47.338,-122.181",120th Avenue Southeast,29420,,,King County,Washington
20916,2771602174,"47.6384,-122.373",Gilman Drive West,2067,Interbay,Seattle,King County,Washington
20917,6762700452,"47.6295,-122.32",10th Avenue East,1128,,Seattle,King County,Washington
20918,5695000142,"47.6584,-122.35",Fremont Avenue North,4224,,Seattle,King County,Washington
20919,9578140180,"47.297,-122.351",12th Place Southwest,34008,,,King County,Washington
20920,2124069115,"47.559,-122.045",Southeast 50th Street,22535,,,King County,Washington
20921,3864000120,"47.5508,-122.192",Southeast 59th Street,11115,,Bellevue,King County,Washington
20922,2768200212,"47.6689,-122.363",5th Avenue Northwest,5507,,Seattle,King County,Washington
20923,7852070210,"47.5443,-121.87",Fairway Place Southeast,6220,Snoqualmie,,King County,Washington
20924,7853361210,"47.515,-121.874",,,,,King County,Washington
20925,8141310040,"47.1948,-121.975",Petersen Drive East,445,,,King County,Washington
20926,6852700097,"47.6236,-122.318",11th Avenue East,513,,Seattle,King County,Washington
20927,7708210040,"47.4893,-122.146",Kitsap Avenue Northeast,412,Shamrock Heights,,King County,Washington
20928,53500760,"47.3414,-122.055",Southeast 290th Place,21555,Alder's Cove,,King County,Washington
20929,3528900771,"47.6397,-122.345",McGraw Street,566,,Seattle,King County,Washington
20930,9126100813,"47.6051,-122.304",East Terrace Street,2119,,Seattle,King County,Washington
20931,3679400503,"47.5677,-122.314",15th Avenue South,3945,South Seattle,Seattle,King County,Washington
20932,1760650210,"47.3603,-122.081",196th Avenue Southeast,26824,,,King County,Washington
20933,2652501565,"47.641,-122.357",Queen Anne Avenue North,2449,,Seattle,King County,Washington
20934,1237500577,"47.6776,-122.161",134th Avenue Northeast,8352,,,King County,Washington
20935,6382500084,"47.6944,-122.377",15th Avenue Northwest,8771,Crown Hill,Seattle,King County,Washington
20936,3023000410,"47.355,-122.057",Southeast 275th Court,21254,Hailey's Terrace,,King County,Washington
20937,2767601752,"47.674,-122.387",Northwest 62nd Street,2252,Sunset Hill,Seattle,King County,Washington
20938,2771604196,"47.6374,-122.388",West Crockett Street,2341,,Seattle,King County,Washington
20939,1778500620,"47.6198,-122.289",34th Avenue East,194,,Seattle,King County,Washington
20940,1823059241,"47.488,-122.225",Seneca Court Northwest,402,,,King County,Washington
20941,9267200062,"47.6969,-122.343",North 94th Street,1137,Licton Springs,Seattle,King County,Washington
20942,3278606110,"47.5455,-122.368",High Point Drive Southwest,6446,,Seattle,King County,Washington
20943,1657530180,"47.4903,-122.166",Northeast 4th Circle,3926,,,King County,Washington
20944,2754700035,"47.6799,-122.304",Ravenna Avenue Northeast,7019,Ravenna,Seattle,King County,Washington
20945,2568200120,"47.7075,-122.102",178th Place Northeast,11807,,,King County,Washington
20946,6601200040,"47.2602,-122.252",Blueberry Street South,517,,,King County,Washington
20947,2767601750,"47.674,-122.387",Northwest 62nd Street,2252,Sunset Hill,Seattle,King County,Washington
20948,7853350220,"47.5439,-121.862",Southeast Kendall Peak Street,35732,Crestview,,King County,Washington
20949,6163900628,"47.7563,-122.316",12th Avenue Northeast,17520,North City,Shoreline,King County,Washington
20950,1689401526,"47.6327,-122.346",Taylor Avenue North,1525,South Lake Union,Seattle,King County,Washington
20951,8725950360,"47.6215,-122.2",Northeast 12th Place,,,Bellevue,King County,Washington
20952,9826700697,"47.602,-122.311",16th Avenue,114,Little Saigon,Seattle,King County,Washington
20953,9578500180,"47.2956,-122.35",11th Avenue Southwest,34105,,,King County,Washington
20954,9826700707,"47.6022,-122.311",16th Avenue,114,Little Saigon,Seattle,King County,Washington
20955,8138870530,"47.5441,-122.013",,,,,King County,Washington
20956,4188300180,"47.7745,-122.225",86th Place Northeast,20271,,,King County,Washington
20957,5416510530,"47.3607,-122.038",227th Place Southeast,26830,Rock Creek Meadows,,King County,Washington
20958,4181200540,"47.366,-122.308",20th Avenue South,26208,Woodmont,,King County,Washington
20959,2222059154,"47.3737,-122.16",136th Avenue Southeast,25420,Stillwater Green,,King County,Washington
20960,8032700072,"47.6536,-122.341",Interlake Avenue North,3830,,Seattle,King County,Washington
20961,7203140220,"47.6861,-122.013",244th Place Northeast,9924,,,King County,Washington
20962,1278000210,"47.2655,-122.244",Sunset Drive,245,,,King County,Washington
20963,6058600220,"47.5951,-122.301",24th Avenue South,812,,Seattle,King County,Washington
20964,1442880610,"47.4838,-121.773",Southeast 10th Street,912,,,King County,Washington
20965,3679400484,"47.5683,-122.314",15th Avenue South,3921,South Seattle,Seattle,King County,Washington
20966,3825310180,"47.7067,-122.131",157th Avenue Northeast,11919,,,King County,Washington
20967,3630220180,"47.5519,-122.001",Northeast Morgan Lane,2246,,,King County,Washington
20968,3336500180,"47.5298,-122.268",Wolcott Avenue South,8132,Dunlap,Seattle,King County,Washington
20969,2781270530,"47.3494,-122.022",240th Avenue Southeast,28143,Glacier Trails,,King County,Washington
20970,993001563,"47.6914,-122.343",Nesbit Avenue North,8526,Licton Springs,Seattle,King County,Washington
20971,9578060540,"47.7737,-122.235",79th Avenue Northeast,20012,,,King County,Washington
20972,2222059052,"47.3738,-122.161",Southeast 253rd Place,13517,Heather Glen,,King County,Washington
20973,1239400650,"47.6728,-122.189",Slater Street South,392,,,King County,Washington
20974,8835800450,"47.4496,-121.766",430th Place Southeast,,Wilderness Rim,,King County,Washington
20975,293070120,"47.6181,-122.056",Northeast 9th Place,,,,King County,Washington
20976,1176001117,"47.6688,-122.402",Northwest Market Street,3416,,Seattle,King County,Washington
20977,7889601165,"47.4914,-122.334",1st Avenue South,12435,Beverly Park,,King County,Washington
20978,7227801581,"47.507,-122.181",Northeast 16th Street,2821,,,King County,Washington
20979,9895000040,"47.5446,-122.018",Northeast High Street,930,,,King County,Washington
20980,9528102993,"47.6765,-122.32",8th Avenue Northeast,6595,,Seattle,King County,Washington
20981,3746700120,"47.438,-122.344",Southwest 185th Street,632,,,King County,Washington
20982,745530040,"47.7336,-122.21",Northeast 145th Street,9825,Stonehedge Village,,King County,Washington
20983,7299600180,"47.2577,-122.198",57th Street Southeast,2420,,,King County,Washington
